group_id,month,score,band,regime,delta_1m,delta_3m,outlook_6m,outlook_low,outlook_high,confidence,n_companies_scored,dispersion,weakest_company,weakest_score,strongest_company,intragroup_dependency_max
GROUP_0004,2025-07,63.7801037175,healthy,stable,-9.05661178064,-8.87877938501,64.2335763263,54.827535714,73.6396169386,0.564623419779,2,9.21658698204,COMP_0585,54.7179462302,COMP_1188,
GROUP_0004,2025-08,63.1558043767,healthy,stable,-0.624299340759,-8.55387854986,57.2103107185,47.8042701062,66.6163513308,0.725944396859,2,8.44261913464,COMP_0585,54.854646437,COMP_1188,
GROUP_0004,2025-09,60.2956700777,healthy,stable,-2.86013429897,-12.5410454204,45.754076543,36.3480359307,55.1601171553,0.725944396859,2,8.89830909826,COMP_0585,51.5464575356,COMP_1188,
GROUP_0004,2025-10,64.2486045544,healthy,stable,3.95293447669,0.468500836969,53.2987631013,43.892722489,62.7048037136,0.725944396859,2,13.1472850648,COMP_0585,51.3216102106,COMP_1188,
GROUP_0004,2025-11,65.1173458679,healthy,stable,0.868741313415,1.96154149114,61.93341923,52.5273786177,71.3394598423,0.725944396859,2,15.0098458305,COMP_0585,50.3589990915,COMP_1188,
GROUP_0004,2025-12,67.1229191719,healthy,stable,2.00557330408,6.82724909419,70.5325909355,61.1265503232,79.9386315478,0.725944396859,2,12.9507529969,COMP_0585,54.3891638821,COMP_1188,
GROUP_0004,2026-01,65.798205064,healthy,stable,-1.32471410793,1.54960050957,70.2287857624,60.8227451501,79.6348263747,0.725944396859,2,12.6274897479,COMP_0585,53.3822965518,COMP_1188,
GROUP_0004,2026-02,50.1893792323,watch,stable,-15.6088258317,-14.9279666355,52.8237000986,43.4176594863,62.2297407109,0.806604885398,2,19.4474704088,COMP_1188,49.8635250918,COMP_0585,
GROUP_0004,2026-03,63.489075045,healthy,stable,13.2996958127,-3.63384412692,61.4130297459,52.0069891336,70.8190703582,0.806604885398,2,9.53765343141,COMP_1188,63.3292658875,COMP_0585,
GROUP_0004,2026-04,67.1277953292,healthy,stable,3.63872028418,1.32959026518,67.1340124297,57.7279718174,76.540053042,0.806604885398,2,6.49330540126,COMP_1188,67.018996066,COMP_0585,
GROUP_0004,2026-05,69.2289450565,healthy,stable,2.10114972733,19.0395658242,71.4892485073,62.083207895,80.8952891196,0.806604885398,2,0.937043459165,COMP_0585,68.3076023278,COMP_1188,
GROUP_0004,2026-06,69.6644862539,healthy,stable,0.435541197373,6.17541120888,80.162685309,70.7566446967,89.5687259213,0.806604885398,2,0.0376916432861,COMP_1188,69.6638547076,COMP_0585,
GROUP_0004,2026-07,65.3642886042,healthy,stable,-4.30019764972,-1.76350672501,76.0801522136,66.6741116013,85.4861928259,0.806604885398,2,7.83144801259,COMP_1188,65.2330679514,COMP_0585,
GROUP_0004,2026-08,64.2476431217,healthy,stable,-1.11664548247,-4.98130193481,65.0213825599,55.6153419477,74.4274231722,0.806604885398,2,5.09772286672,COMP_1188,64.1622276888,COMP_0585,
GROUP_0005,2024-09,38.7440567125,stress,warmup,,,38.7440567125,29.3380161003,48.1500973248,0.211111111111,1,0,COMP_0841,38.7440567125,COMP_0841,
GROUP_0005,2024-10,37.2494822353,stress,warmup,-1.49457447727,,37.2494822353,27.843441623,46.6555228476,0.211111111111,1,0,COMP_0841,37.2494822353,COMP_0841,
GROUP_0005,2024-11,37.6669856516,stress,warmup,0.417503416326,,34.9204544462,25.5144138339,44.3264950585,0.211111111111,1,0,COMP_0841,37.6669856516,COMP_0841,
GROUP_0005,2024-12,38.0749865172,stress,stable,0.408000865577,-0.669070195366,38.5466790583,29.1406384461,47.9527196706,0.211111111111,1,0,COMP_0841,38.0749865172,COMP_0841,
GROUP_0005,2025-01,40.0580461064,watch,stable,1.9830595892,2.8085638711,42.150966273,32.7449256607,51.5570068853,0.211111111111,1,0,COMP_0841,40.0580461064,COMP_0841,
GROUP_0005,2025-02,34.1983807909,stress,stable,-5.85966531546,-3.46860486068,33.0609614588,23.6549208465,42.4670020711,0.369444444444,1,0,COMP_0841,34.1983807909,COMP_0841,
GROUP_0005,2025-03,34.0824914471,stress,stable,-0.115889343785,-3.99249507004,30.8521608432,21.4461202309,40.2582014555,0.369444444444,1,0,COMP_0841,34.0824914471,COMP_0841,
GROUP_0005,2025-04,36.3677521578,stress,stable,2.28526071065,-3.69029394859,34.1910283496,24.7849877373,43.5970689618,0.369444444444,1,0,COMP_0841,36.3677521578,COMP_0841,
GROUP_0005,2025-05,42.436293006,watch,stable,6.06854084822,8.23791221508,45.468557803,36.0625171907,54.8745984153,0.369444444444,1,0,COMP_0841,42.436293006,COMP_0841,
GROUP_0005,2025-06,36.9968345259,stress,stable,-5.43945848009,2.91434307878,40.0290993229,30.6230587107,49.4351399352,0.369444444444,1,0,COMP_0841,36.9968345259,COMP_0841,
GROUP_0005,2025-07,35.8909326587,stress,stable,-1.10590186717,-0.476819499036,38.1966952036,28.7906545913,47.6027358158,0.369444444444,1,0,COMP_0841,35.8909326587,COMP_0841,
GROUP_0005,2025-08,35.0151125509,stress,stable,-0.875820107806,-7.42118045506,34.2045194026,24.7984787903,43.6105600149,0.475,1,0,COMP_0841,35.0151125509,COMP_0841,
GROUP_0005,2025-09,36.5006981502,stress,stable,1.48558559925,-0.496136375723,34.7760826515,25.3700420392,44.1821232638,0.475,1,0,COMP_0841,36.5006981502,COMP_0841,
GROUP_0005,2025-10,39.3407530535,stress,stable,2.84005490333,3.44982039478,36.183302302,26.7772616897,45.5893429143,0.475,1,0,COMP_0841,39.3407530535,COMP_0841,
GROUP_0005,2025-11,37.5882757147,stress,stable,-1.75247733885,2.57316316374,39.752388111,30.3463474987,49.1584287233,0.475,1,0,COMP_0841,37.5882757147,COMP_0841,
GROUP_0005,2025-12,38.6173853358,stress,stable,1.02910962116,2.11668718565,42.2157535515,32.8097129392,51.6217941637,0.475,1,0,COMP_0841,38.6173853358,COMP_0841,
GROUP_0005,2026-01,39.7367280888,stress,stable,1.11934275297,0.39597503529,44.3296258896,34.9235852773,53.7356665019,0.475,1,0,COMP_0841,39.7367280888,COMP_0841,
GROUP_0005,2026-02,37.7198350475,stress,stable,-2.01689304134,0.131559332799,38.9633546827,29.5573140704,48.369395295,0.527777777778,1,0,COMP_0841,37.7198350475,COMP_0841,
GROUP_0005,2026-03,31.7450860818,stress,stable,-5.97474896569,-6.87229925405,29.4563328465,20.0502922342,38.8623734588,0.527777777778,1,0,COMP_0841,31.7450860818,COMP_0841,
GROUP_0005,2026-04,35.7987892066,stress,stable,4.05370312477,-3.93793888226,32.2050791417,22.7990385294,41.611119754,0.527777777778,1,0,COMP_0841,35.7987892066,COMP_0841,
GROUP_0005,2026-05,35.9680117228,stress,stable,0.1692225162,-1.75182332472,32.3743016579,22.9682610456,41.7803422702,0.527777777778,1,0,COMP_0841,35.9680117228,COMP_0841,
GROUP_0005,2026-06,35.9154028222,stress,stable,-0.0526089005689,4.1703167404,32.9373031702,23.5312625579,42.3433437825,0.527777777778,1,0,COMP_0841,35.9154028222,COMP_0841,
GROUP_0005,2026-07,35.2242041642,stress,stable,-0.691198658009,-0.574585042378,34.2474095921,24.8413689799,43.6534502044,0.527777777778,1,0,COMP_0841,35.2242041642,COMP_0841,
GROUP_0005,2026-08,39.0458171973,stress,stable,3.82161303314,3.07780547456,43.4816927524,34.0756521401,52.8877333647,0.527777777778,1,0,COMP_0841,39.0458171973,COMP_0841,
GROUP_0006,2026-03,56.9064906501,watch,warmup,,,56.9064906501,47.5004500378,66.3125312624,0.274375608689,3,40.4648991306,COMP_0855,47.3948408764,COMP_0957,0.415983074023
GROUP_0006,2026-04,57.4625708715,watch,warmup,0.556080221431,,57.4625708715,48.0565302593,66.8686114838,0.274375608689,3,37.2538299685,COMP_0855,48.7493370921,COMP_0957,0.318632881273
GROUP_0006,2026-05,57.1120589446,watch,warmup,-0.350511926935,,57.6362580956,48.2302174833,67.0422987079,0.274375608689,3,36.3136732193,COMP_0855,48.5423366394,COMP_0957,0.414313854688
GROUP_0006,2026-06,60.0144968805,healthy,stable,2.9024379359,3.1080062304,64.074306741,54.6682661287,73.4803473533,0.274375608689,3,36.5438970219,COMP_0855,51.4082602486,COMP_0957,0.375389365421
GROUP_0006,2026-07,57.9579111957,watch,stable,-2.05658568479,0.49534032418,59.7066534137,50.3006128014,69.112694026,0.274375608689,3,38.1791906522,COMP_0855,49.2282821612,COMP_0957,0.347661712913
GROUP_0006,2026-08,59.2015313068,watch,stable,1.24362011106,2.08947236217,61.4187058617,52.0126652494,70.824746474,0.480157315206,3,37.5465429129,COMP_0855,50.5645642104,COMP_0957,0.351155497088
GROUP_0007,2026-01,66.6784067972,healthy,warmup,,,66.6784067972,57.2723661849,76.0844474095,0.258297808848,5,35.8203122444,COMP_1041,50.2081474242,COMP_0020,0.400465113045
GROUP_0007,2026-02,65.5163342733,healthy,warmup,-1.16207252388,,65.5163342733,56.110293661,74.9223748856,0.258297808848,5,30.3123096999,COMP_1041,53.9142476385,COMP_0020,0.384879807833
GROUP_0007,2026-03,64.2614673048,healthy,warmup,-1.25486696849,,58.0982715992,48.692230987,67.5043122115,0.258297808848,5,25.3160684485,COMP_1041,55.8386294252,COMP_0020,0.440537600278
GROUP_0007,2026-04,68.4731670987,healthy,stable,4.21169979391,1.79476030153,67.0354284191,57.6293878068,76.4414690314,0.258297808848,5,26.1263466273,COMP_0669,60.2722701922,COMP_0020,0.384938198301
GROUP_0007,2026-05,68.76927586,healthy,stable,0.296108761256,3.25294158667,71.6277511438,62.2217105315,81.0337917561,0.258297808848,5,28.5024058089,COMP_1041,59.4477189579,COMP_0020,0.360547520801
GROUP_0007,2026-06,59.5125390892,watch,stable,-9.25673677076,-4.7489282156,53.5859692174,44.1799286051,62.9920098297,0.452021165483,5,10.5424444005,COMP_0669,58.4273408553,COMP_0145,0.335788636607
GROUP_0007,2026-07,59.2774027795,watch,stable,-0.235136309732,-9.19576431923,52.9136926558,43.5076520435,62.3197332681,0.452021165483,5,30.3506144336,COMP_1080,40,COMP_0145,0.342405975193
GROUP_0007,2026-08,59.8578635272,watch,stable,0.580460747726,-8.91141233276,53.5031812574,44.0971406451,62.9092218697,0.452021165483,5,36.4964765311,COMP_1080,40,COMP_0145,0.381922575417
GROUP_0008,2026-02,59.3039035014,watch,warmup,,,59.3039035014,49.8978628891,68.7099441137,0.304889345239,6,18.4973031218,COMP_0464,51.8628673974,COMP_0580,
GROUP_0008,2026-03,58.1993209514,watch,warmup,-1.10458254996,,58.1993209514,48.7932803391,67.6053615637,0.304889345239,6,13.8907762701,COMP_0464,52.0275228448,COMP_0580,
GROUP_0008,2026-04,58.7270665124,watch,warmup,0.527745561011,,57.2561321906,47.8500915783,66.6621728029,0.304889345239,6,13.09567402,COMP_0464,54.9070258665,COMP_0580,
GROUP_0008,2026-05,59.8423399764,watch,stable,1.11527346391,0.538436474965,61.6457621607,52.2397215484,71.0518027729,0.304889345239,6,12.3430789302,COMP_0464,55.5041397656,COMP_0580,
GROUP_0008,2026-06,60.9755486175,healthy,stable,1.13320864119,2.77622766612,64.4161490549,55.0101084426,73.8221896672,0.304889345239,6,9.83237240445,COMP_0110,57.179502195,COMP_0580,
GROUP_0008,2026-07,60.2835559032,healthy,stable,-0.691992714376,1.55648939073,62.9295878674,53.5235472551,72.3356284797,0.533556354169,6,6.21948116605,COMP_0464,57.6502678281,COMP_0643,
GROUP_0008,2026-08,61.0446420176,healthy,stable,0.761086114473,1.20230204129,63.9468695052,54.5408288929,73.3529101175,0.533556354169,6,8.72657596696,COMP_0464,57.132394598,COMP_0787,
GROUP_0009,2025-10,60.2342315975,healthy,warmup,,,60.2342315975,50.8281909852,69.6402722098,0.217014128817,4,22.6315713579,COMP_0727,51.2015297831,COMP_1141,0.380378105441
GROUP_0009,2025-11,58.1648728142,watch,warmup,-2.0693587833,,58.1648728142,48.7588322019,67.5709134265,0.206888025461,7,25.5269981866,COMP_0377,50.6853986551,COMP_1229,0.333067828438
GROUP_0009,2025-12,59.1607475053,watch,warmup,0.995874691099,,56.4233630702,47.0173224579,65.8294036825,0.206888025461,7,25.3825391921,COMP_0727,49.5607604632,COMP_1229,0.350955160651
GROUP_0009,2026-01,60.2400430933,healthy,stable,1.07929558799,0.00581149579511,62.784463327,53.3784227147,72.1905039393,0.206851193116,8,24.4239952908,COMP_0377,49.5276895143,COMP_1141,0.338827588225
GROUP_0009,2026-02,57.8076265183,watch,stable,-2.43241657494,-0.357246295854,56.1352749493,46.729234337,65.5413155616,0.206061345271,9,34.4685542623,COMP_0240,45.3607051863,COMP_1229,0.274807240674
GROUP_0009,2026-03,59.1220779202,watch,stable,1.31445140192,-0.0386695850373,58.5147592173,49.108718605,67.9207998296,0.315888456931,9,31.9314626693,COMP_0240,44.0934235888,COMP_1229,0.19351668367
GROUP_0009,2026-04,54.3866305579,watch,stable,-4.73544736232,-5.85341253534,51.5358193667,42.1297787544,60.941859979,0.35535445706,9,38.8279283757,COMP_0727,38.4280244935,COMP_1141,0.3867701654
GROUP_0009,2026-05,47.8133890212,watch,stable,-6.57324153673,-9.99423749713,37.8625877111,28.4565470988,47.2686283234,0.35535445706,9,42.7509148316,COMP_0727,38.7231198645,COMP_1229,0.38640021105
GROUP_0009,2026-06,49.0469069429,watch,stable,1.2335179217,-10.0751709773,36.6415824107,27.2355417984,46.047623023,0.356038185623,9,36.348765627,COMP_0727,41.1765390906,COMP_1141,0.422286516046
GROUP_0009,2026-07,49.6552318127,watch,stable,0.60832486984,-4.73139874519,38.4853143541,29.0792737418,47.8913549664,0.360607354225,9,46.676112435,COMP_0727,40.4162327784,COMP_1229,0.29682869991
GROUP_0009,2026-08,48.7069803298,watch,stable,-0.948251482951,0.893591308587,40.663602463,31.2575618507,50.0696430753,0.360607354225,9,42.7720024727,COMP_0240,39.5866574777,COMP_1229,0.335429795565
GROUP_0010,2026-01,58.0578056688,watch,warmup,,,58.0578056688,48.6517650566,67.4638462811,0.307111111111,1,0,COMP_0691,58.0578056688,COMP_0691,
GROUP_0010,2026-02,62.2143618578,healthy,warmup,4.156556189,,62.2143618578,52.8083212456,71.6204024701,0.307111111111,1,0,COMP_0691,62.2143618578,COMP_0691,
GROUP_0010,2026-03,63.8816061364,healthy,warmup,1.66724427858,,78.7322973288,69.3262567165,88.138337941,0.307111111111,1,0,COMP_0691,63.8816061364,COMP_0691,
GROUP_0010,2026-04,63.9330652595,healthy,stable,0.0514591230628,5.87525959064,73.1785088219,63.7724682096,82.5845494342,0.307111111111,1,0,COMP_0691,63.9330652595,COMP_0691,
GROUP_0010,2026-05,68.0445317311,healthy,stable,4.1114664716,5.83016987324,78.3462325163,68.940191904,87.7522731286,0.307111111111,1,0,COMP_0691,68.0445317311,COMP_0691,
GROUP_0010,2026-06,68.6351691917,healthy,stable,0.590637460614,4.75356305528,78.6231104958,69.2170698835,88.0291511081,0.537444444444,1,0,COMP_0691,68.6351691917,COMP_0691,
GROUP_0010,2026-07,62.0241932318,healthy,stable,-6.61097595994,-1.90887202773,66.4068869059,57.0008462937,75.8129275182,0.537444444444,1,0,COMP_0691,62.0241932318,COMP_0691,
GROUP_0010,2026-08,75.3060267851,healthy,stable,13.2818335533,7.261495054,85.9214870515,76.5154464392,95.3275276638,0.537444444444,1,0,COMP_0691,75.3060267851,COMP_0691,
GROUP_0011,2026-02,45.7894879258,watch,warmup,,,45.7894879258,36.3834473135,55.195528538,0.271358337694,10,38.9324734206,COMP_0898,37.1411611937,COMP_1140,0.440750095804
GROUP_0011,2026-03,47.7957882426,watch,warmup,2.00630031688,,47.7957882426,38.3897476304,57.2018288549,0.271358337694,10,39.9357397813,COMP_1205,35.486135759,COMP_1140,0.400105682227
GROUP_0011,2026-04,44.0550925785,watch,warmup,-3.74069566418,,39.6323844428,30.2263438305,49.0384250551,0.271358337694,10,41.3650685999,COMP_0898,35.3510438108,COMP_1140,0.415527546336
GROUP_0011,2026-05,45.0708358173,watch,stable,1.01574323888,-0.718652108429,42.2486274574,32.8425868451,51.6546680696,0.271358337694,10,41.8082984492,COMP_1205,34.4306690382,COMP_1140,0.488598539031
GROUP_0011,2026-06,45.7958065787,watch,stable,0.724970761398,-1.99998166391,45.1889804278,35.7829398155,54.5950210401,0.271358337694,10,39.6702192638,COMP_1205,33.9080938883,COMP_1140,0.549593903975
GROUP_0011,2026-07,44.96185527,watch,stable,-0.833951308746,0.906762691531,44.1176699611,34.7116293488,53.5237105734,0.474877090965,10,38.7640515908,COMP_1205,35.4270897015,COMP_0063,0.598912785579
GROUP_0011,2026-08,44.8437829032,watch,stable,-0.118072366816,-0.227052914164,44.2416138324,34.8355732201,53.6476544447,0.474877090965,10,41.2784867557,COMP_0893,33.6174253113,COMP_1140,0.655907657707
GROUP_0012,2024-09,59.3697203749,watch,warmup,,,59.3697203749,49.9636797626,68.7757609872,0.295111111111,1,0,COMP_1042,59.3697203749,COMP_1042,
GROUP_0012,2024-10,56.26247044,watch,warmup,-3.10724993493,,56.26247044,46.8564298277,65.6685110523,0.295111111111,1,0,COMP_1042,56.26247044,COMP_1042,
GROUP_0012,2024-11,54.4924816967,watch,warmup,-1.76998874329,,42.0555230673,32.649482455,51.4615636796,0.295111111111,1,0,COMP_1042,54.4924816967,COMP_1042,
GROUP_0012,2024-12,57.6219597005,watch,stable,3.12947800376,-1.74776067445,51.6228918318,42.2168512195,61.0289324441,0.295111111111,1,0,COMP_1042,57.6219597005,COMP_1042,
GROUP_0012,2025-01,57.1181488849,watch,stable,-0.503810815547,0.855678444929,54.3980544804,44.9920138681,63.8040950927,0.295111111111,1,0,COMP_1042,57.1181488849,COMP_1042,
GROUP_0012,2025-02,59.0239986926,watch,stable,1.90584980763,4.53151699585,60.4786520489,51.0726114367,69.8846926612,0.516444444444,1,0,COMP_1042,59.0239986926,COMP_1042,
GROUP_0012,2025-03,57.8680424265,watch,stable,-1.15595626605,0.246082726033,61.3347400407,51.9286994284,70.740780653,0.516444444444,1,0,COMP_1042,57.8680424265,COMP_1042,
GROUP_0012,2025-04,61.0748926095,healthy,stable,3.20685018297,3.95674372455,66.3046720976,56.8986314853,75.7107127099,0.516444444444,1,0,COMP_1042,61.0748926095,COMP_1042,
GROUP_0012,2025-05,60.29436379,healthy,stable,-0.780528819462,1.27036509745,63.8695632198,54.4635226075,73.2756038321,0.516444444444,1,0,COMP_1042,60.29436379,COMP_1042,
GROUP_0012,2025-06,63.8157861613,healthy,stable,3.52142237127,5.94774373477,70.0029056382,60.5968650259,79.4089462505,0.516444444444,1,0,COMP_1042,63.8157861613,COMP_1042,
GROUP_0012,2025-07,59.2721071666,watch,stable,-4.54367899468,-1.80278544287,61.4317278323,52.02568722,70.8377684446,0.516444444444,1,0,COMP_1042,59.2721071666,COMP_1042,
GROUP_0012,2025-08,58.0547867483,watch,stable,-1.2173204183,-2.23957704171,55.4480323586,46.0419917463,64.8540729709,0.664,1,0,COMP_1042,58.0547867483,COMP_1042,
GROUP_0012,2025-09,57.986899108,watch,stable,-0.0678876402832,-5.82888705326,54.7096185586,45.3035779463,64.1156591709,0.664,1,0,COMP_1042,57.986899108,COMP_1042,
GROUP_0012,2025-10,57.4449406362,watch,stable,-0.541958471854,-1.82716653044,54.3387575344,44.9327169221,63.7447981467,0.664,1,0,COMP_1042,57.4449406362,COMP_1042,
GROUP_0012,2025-11,58.1971844101,watch,stable,0.752243773922,0.142397661785,55.0910013083,45.6849606961,64.4970419206,0.664,1,0,COMP_1042,58.1971844101,COMP_1042,
GROUP_0012,2025-12,55.9903226244,watch,stable,-2.20686178566,-1.99657648359,53.226334418,43.8202938057,62.6323750303,0.664,1,0,COMP_1042,55.9903226244,COMP_1042,
GROUP_0012,2026-01,58.2954149493,watch,stable,2.3050923249,0.850474313161,58.5374909744,49.1314503621,67.9435315866,0.664,1,0,COMP_1042,58.2954149493,COMP_1042,
GROUP_0012,2026-02,56.5614536034,watch,stable,-1.73396134595,-1.63573080672,55.4350076366,46.0289670243,64.8410482488,0.737777777778,1,0,COMP_1042,56.5614536034,COMP_1042,
GROUP_0012,2026-03,56.0754003562,watch,stable,-0.486053247221,0.0850777317231,54.6784692705,45.2724286582,64.0845098828,0.737777777778,1,0,COMP_1042,56.0754003562,COMP_1042,
GROUP_0012,2026-04,59.2177923148,watch,stable,3.14239195865,0.922377365471,59.4682801899,50.0622395776,68.8743208021,0.737777777778,1,0,COMP_1042,59.2177923148,COMP_1042,
GROUP_0012,2026-05,55.0437049209,watch,stable,-4.17408739393,-1.5177486825,54.0781548632,44.672114251,63.4841954755,0.737777777778,1,0,COMP_1042,55.0437049209,COMP_1042,
GROUP_0012,2026-06,56.6239188362,watch,stable,1.58021391534,0.548518480058,54.1450472754,44.7390066631,63.5510878877,0.737777777778,1,0,COMP_1042,56.6239188362,COMP_1042,
GROUP_0012,2026-07,53.41895108,watch,stable,-3.20496775619,-5.79884123478,50.7881277201,41.3820871078,60.1941683323,0.737777777778,1,0,COMP_1042,53.41895108,COMP_1042,
GROUP_0012,2026-08,56.8208644406,watch,stable,3.40191336062,1.77715951977,54.1900410807,44.7840004684,63.596081693,0.737777777778,1,0,COMP_1042,56.8208644406,COMP_1042,
GROUP_0013,2024-09,52.5944761666,watch,warmup,,,52.5944761666,43.1884355544,62.0005167789,0.311832694398,8,40.7718147065,COMP_0504,45.5487523276,COMP_0618,0.37521273576
GROUP_0013,2024-10,75.4134304815,healthy,warmup,22.8189543148,,75.4134304815,66.0073898692,84.8194710938,0.311131220417,10,43.0283951754,COMP_0504,47.3552151546,COMP_0959,0.377566232655
GROUP_0013,2024-11,76.7359120669,healthy,warmup,1.32248158546,,100,100,100,0.311131220417,10,42.9887419105,COMP_0973,45.2003825529,COMP_0959,0.467242690245
