company_id,month,headline,body,watch_next,guardrail_passed
COMP_0002,2025-09,"Sube 4,0 puntos hasta 36 (en tension)","El score cierra el mes en 35,8 puntos (+4,0 frente al mes anterior), en deterioro confirmado. Lo que mas pesa en contra es cobros -13 % frente a 12 meses (-3,4 pts frente a la mediana), seguido de 18 dias de colchon de caja (-2,8 pts frente a la mediana). El pilar mas debil resta 5,1 puntos de penalizacion.","Vigilar cobros -13 % frente a 12 meses: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0002,2025-10,"Cae 2,2 puntos hasta 34 (en tension)","El score cierra el mes en 33,6 puntos (-2,2 frente al mes anterior), recuperando terreno. Lo que mas pesa en contra es cobros -14 % frente a 12 meses (-3,3 pts frente a la mediana), seguido de 18 dias de colchon de caja (-2,8 pts frente a la mediana). El pilar mas debil resta 6,9 puntos de penalizacion.","Vigilar cobros -14 % frente a 12 meses: es el driver que marca el mes que viene, y el outlook a seis meses se mantiene plano.",True
COMP_0002,2025-11,"Cae 2,0 puntos hasta 32 (en tension)","El score cierra el mes en 31,7 puntos (-2,0 frente al mes anterior), recuperando terreno. Lo que mas pesa en contra es cobros -18 % frente a 12 meses (-3,4 pts frente a la mediana), seguido de 17 dias de colchon de caja (-2,9 pts frente a la mediana). El pilar mas debil resta 7,7 puntos de penalizacion.","Vigilar cobros -18 % frente a 12 meses: es el driver que marca el mes que viene, y el outlook a seis meses se mantiene plano.",True
COMP_0002,2025-12,Estable en 31 (en tension),"El score cierra el mes en 31,0 puntos (-0,6 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es cobros -19 % frente a 12 meses (-3,5 pts frente a la mediana), seguido de 16 dias de colchon de caja (-3,1 pts frente a la mediana). El pilar mas debil resta 7,8 puntos de penalizacion.","Vigilar cobros -19 % frente a 12 meses: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0002,2026-01,"Sube 3,6 puntos hasta 35 (en tension)","El score cierra el mes en 34,6 puntos (+3,6 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es cobros -15 % frente a 12 meses (-3,4 pts frente a la mediana), seguido de 18 dias de colchon de caja (-2,9 pts frente a la mediana). El pilar mas debil resta 5,9 puntos de penalizacion.","Vigilar cobros -15 % frente a 12 meses: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0002,2026-02,"Cae 5,0 puntos hasta 30 (en tension)","El score cierra el mes en 29,7 puntos (-5,0 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es cobros -22 % frente a 12 meses (-3,6 pts frente a la mediana), seguido de 14 dias de colchon de caja (-3,3 pts frente a la mediana). El pilar mas debil resta 8,1 puntos de penalizacion.","Vigilar cobros -22 % frente a 12 meses: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0002,2026-03,"Sube 4,3 puntos hasta 34 (en tension)","El score cierra el mes en 34,0 puntos (+4,3 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es cobros -13 % frente a 12 meses (-3,4 pts frente a la mediana), seguido de 17 dias de colchon de caja (-3,2 pts frente a la mediana). El pilar mas debil resta 6,3 puntos de penalizacion.","Vigilar cobros -13 % frente a 12 meses: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0002,2026-04,"Cae 2,2 puntos hasta 32 (en tension)","El score cierra el mes en 31,7 puntos (-2,2 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es cobros -15 % frente a 12 meses (-3,4 pts frente a la mediana), seguido de 16 dias de colchon de caja (-3,2 pts frente a la mediana). El pilar mas debil resta 7,7 puntos de penalizacion.","Vigilar cobros -15 % frente a 12 meses: es el driver que marca el mes que viene, y el outlook a seis meses se mantiene plano.",True
COMP_0002,2026-05,Estable en 32 (en tension),"El score cierra el mes en 32,1 puntos (+0,4 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es cobros -17 % frente a 12 meses (-3,4 pts frente a la mediana), seguido de 17 dias de colchon de caja (-3,2 pts frente a la mediana). El pilar mas debil resta 7,5 puntos de penalizacion.","Vigilar cobros -17 % frente a 12 meses: es el driver que marca el mes que viene, y el outlook a seis meses se mantiene plano.",True
COMP_0002,2026-06,"Cae 2,6 puntos hasta 30 (en tension)","El score cierra el mes en 29,6 puntos (-2,6 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es cobros -19 % frente a 12 meses (-3,5 pts frente a la mediana), seguido de 16 dias de colchon de caja (-3,2 pts frente a la mediana). El pilar mas debil resta 9,2 puntos de penalizacion.","Vigilar cobros -19 % frente a 12 meses: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0002,2026-07,"Sube 1,1 puntos hasta 31 (en tension)","El score cierra el mes en 30,6 puntos (+1,1 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 10 dias en negativo (-7,8 pts frente a la mediana), seguido de cobros -11 % frente a 12 meses (-3,3 pts frente a la mediana). El pilar mas debil resta 6,4 puntos de penalizacion.","Vigilar 10 dias en negativo: es el driver que marca el mes que viene, y el outlook a seis meses se mantiene plano.",True
COMP_0002,2026-08,Techo NEGCASH: el score se queda en 31 (en tension),"El score cierra el mes en 30,9 puntos (+0,2 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 10 dias en negativo (-7,8 pts frente a la mediana), seguido de cobros -13 % frente a 12 meses (-3,2 pts frente a la mediana). Hay techo NEGCASH porque la caja agregada estuvo en negativo dos meses seguidos: el score no puede pasar de 40.",Vigilar si el techo NEGCASH se levanta el mes que viene: es lo unico que hoy limita el score.,True
COMP_0003,2026-01,Primeros meses: 60 provisional (a vigilar),"Solo hay 1 meses de historia, asi que la lectura es provisional y no dispara alertas. Lo que mas pesa en contra es 47 % de los cobros vienen del grupo (-0,8 pts frente a la mediana), seguido de flujo operativo neto -1 % de los cobros (-0,7 pts frente a la mediana). En el otro lado, paga a proveedores 8 dias tarde (+0,9 pts frente a la mediana).","Vigilar 47 % de los cobros vienen del grupo: es el driver que marca el mes que viene, y el outlook a seis meses se mantiene plano.",True
COMP_0003,2026-02,Primeros meses: 61 provisional (sana),"Solo hay 2 meses de historia, asi que la lectura es provisional y no dispara alertas. Lo que mas pesa en contra es 46 % de los cobros vienen del grupo (-0,8 pts frente a la mediana), seguido de flujo operativo neto +0 % de los cobros (-0,7 pts frente a la mediana). En el otro lado, paga a proveedores 7 dias tarde (+1,0 pts frente a la mediana).","Vigilar 46 % de los cobros vienen del grupo: es el driver que marca el mes que viene, y el suelo del outlook a seis meses entra en una banda peor.",True
COMP_0003,2026-03,Primeros meses: 64 provisional (sana),"Solo hay 3 meses de historia, asi que la lectura es provisional y no dispara alertas. Lo que mas pesa en contra es 45 % de los cobros vienen del grupo (-0,8 pts frente a la mediana), seguido de flujo operativo neto +1 % de los cobros (-0,7 pts frente a la mediana). En el otro lado, paga a proveedores 6 dias tarde (+1,1 pts frente a la mediana).","Vigilar 45 % de los cobros vienen del grupo: es el driver que marca el mes que viene, y el outlook a seis meses apunta al alza.",True
COMP_0003,2026-04,Estable en 63 (sana),"El score cierra el mes en 62,9 puntos (-0,6 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 45 % de los cobros vienen del grupo (-0,8 pts frente a la mediana), seguido de flujo operativo neto +1 % de los cobros (-0,6 pts frente a la mediana). En el otro lado, paga a proveedores 6 dias tarde (+1,0 pts frente a la mediana).","Vigilar 45 % de los cobros vienen del grupo: es el driver que marca el mes que viene, y el outlook a seis meses apunta al alza.",True
COMP_0003,2026-05,"Sube 1,1 puntos hasta 64 (sana)","El score cierra el mes en 64,0 puntos (+1,1 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 44 % de los cobros vienen del grupo (-0,7 pts frente a la mediana), seguido de flujo operativo neto +1 % de los cobros (-0,6 pts frente a la mediana). En el otro lado, paga a proveedores 6 dias tarde (+1,1 pts frente a la mediana).","Vigilar 44 % de los cobros vienen del grupo: es el driver que marca el mes que viene, y el outlook a seis meses apunta al alza.",True
COMP_0003,2026-06,"Cae 3,5 puntos hasta 60 (sana)","El score cierra el mes en 60,5 puntos (-3,5 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 48 % de los cobros vienen del grupo (-0,9 pts frente a la mediana), seguido de 3 dias en negativo (-0,7 pts frente a la mediana). En el otro lado, paga a proveedores 8 dias tarde (+0,8 pts frente a la mediana).","Vigilar 48 % de los cobros vienen del grupo: es el driver que marca el mes que viene, y el suelo del outlook a seis meses entra en una banda peor.",True
COMP_0003,2026-07,"Sube 1,2 puntos hasta 62 (sana)","El score cierra el mes en 61,7 puntos (+1,2 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 47 % de los cobros vienen del grupo (-0,8 pts frente a la mediana), seguido de flujo operativo neto -0 % de los cobros (-0,7 pts frente a la mediana). En el otro lado, paga a proveedores 7 dias tarde (+1,0 pts frente a la mediana).","Vigilar 47 % de los cobros vienen del grupo: es el driver que marca el mes que viene, y el suelo del outlook a seis meses entra en una banda peor.",True
COMP_0003,2026-08,"Cae 3,7 puntos hasta 58 (a vigilar)","El score cierra el mes en 58,0 puntos (-3,7 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 49 % de los cobros vienen del grupo (-0,9 pts frente a la mediana), seguido de flujo operativo neto -3 % de los cobros (-0,8 pts frente a la mediana).","Vigilar 49 % de los cobros vienen del grupo: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0004,2025-12,Primeros meses: 51 provisional (a vigilar),"Solo hay 1 meses de historia, asi que la lectura es provisional y no dispara alertas. Lo que mas pesa en contra es 18 dias de colchon de caja (-1,4 pts frente a la mediana), seguido de 50 % de las facturas propias pagadas tarde (-1,3 pts frente a la mediana). El pilar mas debil resta 1,4 puntos de penalizacion.","Vigilar 18 dias de colchon de caja: es el driver que marca el mes que viene, y el outlook a seis meses se mantiene plano.",True
COMP_0004,2026-01,Primeros meses: 49 provisional (a vigilar),"Solo hay 2 meses de historia, asi que la lectura es provisional y no dispara alertas. Lo que mas pesa en contra es 52 % de las facturas propias pagadas tarde (-1,4 pts frente a la mediana), seguido de 17 dias de colchon de caja (-1,4 pts frente a la mediana). El pilar mas debil resta 1,9 puntos de penalizacion.","Vigilar 52 % de las facturas propias pagadas tarde: es el driver que marca el mes que viene, y el suelo del outlook a seis meses entra en una banda peor.",True
COMP_0004,2026-02,Primeros meses: 47 provisional (a vigilar),"Solo hay 3 meses de historia, asi que la lectura es provisional y no dispara alertas. Lo que mas pesa en contra es 54 % de las facturas propias pagadas tarde (-1,6 pts frente a la mediana), seguido de 4 dias en negativo (-1,5 pts frente a la mediana). El pilar mas debil resta 2,7 puntos de penalizacion.","Vigilar 54 % de las facturas propias pagadas tarde: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0004,2026-03,"Cae 2,6 puntos hasta 44 (a vigilar)","El score cierra el mes en 44,5 puntos (-2,6 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 57 % de las facturas propias pagadas tarde (-1,7 pts frente a la mediana), seguido de 4 dias en negativo (-1,6 pts frente a la mediana). El pilar mas debil resta 3,6 puntos de penalizacion.","Vigilar 57 % de las facturas propias pagadas tarde: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0004,2026-04,Estable en 45 (a vigilar),"El score cierra el mes en 45,1 puntos (+0,6 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 4 dias en negativo (-1,7 pts frente a la mediana), seguido de 16 dias de colchon de caja (-1,6 pts frente a la mediana). El pilar mas debil resta 3,1 puntos de penalizacion.","Vigilar 4 dias en negativo: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0004,2026-05,"Sube 1,2 puntos hasta 46 (a vigilar)","El score cierra el mes en 46,4 puntos (+1,2 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 4 dias en negativo (-1,6 pts frente a la mediana), seguido de 54 % de las facturas propias pagadas tarde (-1,5 pts frente a la mediana). El pilar mas debil resta 2,7 puntos de penalizacion.","Vigilar 4 dias en negativo: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0004,2026-06,"Cae 7,7 puntos hasta 39 (en tension)","El score cierra el mes en 38,6 puntos (-7,7 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 82 % de las facturas de cliente cobradas tarde (-1,9 pts frente a la mediana), seguido de 54 % de las facturas propias pagadas tarde (-1,6 pts frente a la mediana). El pilar mas debil resta 9,8 puntos de penalizacion.","Vigilar 82 % de las facturas de cliente cobradas tarde: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0004,2026-07,"Cae 4,7 puntos hasta 34 (en tension)","El score cierra el mes en 34,0 puntos (-4,7 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 92 % de las facturas de cliente cobradas tarde (-2,1 pts frente a la mediana), seguido de 57 % de las facturas propias pagadas tarde (-1,7 pts frente a la mediana). El pilar mas debil resta 12,2 puntos de penalizacion.","Vigilar 92 % de las facturas de cliente cobradas tarde: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0004,2026-08,"Sube 5,5 puntos hasta 39 (en tension)","El score cierra el mes en 39,5 puntos (+5,5 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es 61 % de las facturas propias pagadas tarde (-2,0 pts frente a la mediana), seguido de 4 dias en negativo (-1,8 pts frente a la mediana). El pilar mas debil resta 6,1 puntos de penalizacion.","Vigilar 61 % de las facturas propias pagadas tarde: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0005,2025-01,Primeros meses: 63 provisional (sana),"Solo hay 1 meses de historia, asi que la lectura es provisional y no dispara alertas. Lo que mas pesa en contra es cobros +16 % frente a 12 meses (-0,9 pts frente a la mediana). En el otro lado, 36 dias de colchon de caja (+0,9 pts frente a la mediana).","Vigilar cobros +16 % frente a 12 meses: es el driver que marca el mes que viene, y el suelo del outlook a seis meses entra en una banda peor.",True
COMP_0005,2025-02,Primeros meses: 65 provisional (sana),"Solo hay 2 meses de historia, asi que la lectura es provisional y no dispara alertas. Lo que mas pesa en contra es cobros +21 % frente a 12 meses (-0,7 pts frente a la mediana). En el otro lado, 1 dias en negativo (+1,2 pts frente a la mediana).","Vigilar cobros +21 % frente a 12 meses: es el driver que marca el mes que viene, y el suelo del outlook a seis meses entra en una banda peor.",True
COMP_0005,2025-03,Primeros meses: 65 provisional (sana),"Solo hay 3 meses de historia, asi que la lectura es provisional y no dispara alertas. Lo que mas pesa en contra es cobros +19 % frente a 12 meses (-0,6 pts frente a la mediana). En el otro lado, 38 dias de colchon de caja (+1,2 pts frente a la mediana).","Vigilar cobros +19 % frente a 12 meses: es el driver que marca el mes que viene, y el suelo del outlook a seis meses entra en una banda peor.",True
COMP_0005,2025-04,Estable en 64 (sana),"El score cierra el mes en 64,5 puntos (-0,3 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es cobros +18 % frente a 12 meses (-0,7 pts frente a la mediana). En el otro lado, 38 dias de colchon de caja (+1,2 pts frente a la mediana).","Vigilar cobros +18 % frente a 12 meses: es el driver que marca el mes que viene, y el suelo del outlook a seis meses entra en una banda peor.",True
COMP_0005,2025-05,"Sube 2,1 puntos hasta 67 (sana)","El score cierra el mes en 66,6 puntos (+2,1 frente al mes anterior), sin cambios de regimen. Lo que mas aporta es 1 dias en negativo (+1,5 pts frente a la mediana).",Sin drivers en contra este mes; el outlook a seis meses apunta al alza.,True
COMP_0005,2025-06,"Sube 1,5 puntos hasta 68 (sana)","El score cierra el mes en 68,1 puntos (+1,5 frente al mes anterior), sin cambios de regimen. Lo que mas aporta es 42 dias de colchon de caja (+1,6 pts frente a la mediana).",Sin drivers en contra este mes; el outlook a seis meses apunta al alza.,True
COMP_0005,2025-07,Estable en 68 (sana),"El score cierra el mes en 68,1 puntos (+0,0 frente al mes anterior), sin cambios de regimen. Lo que mas aporta es 42 dias de colchon de caja (+1,7 pts frente a la mediana).",Sin drivers en contra este mes; el outlook a seis meses apunta al alza.,True
COMP_0005,2025-08,"Sube 2,1 puntos hasta 70 (sana)","El score cierra el mes en 70,2 puntos (+2,1 frente al mes anterior), sin cambios de regimen. Lo que mas aporta es 45 dias de colchon de caja (+1,9 pts frente a la mediana).",Sin drivers en contra este mes; el outlook a seis meses apunta al alza.,True
COMP_0005,2025-09,"Sube 2,3 puntos hasta 73 (sana)","El score cierra el mes en 72,5 puntos (+2,3 frente al mes anterior), en mejora confirmada. Lo que mas aporta es 49 dias de colchon de caja (+2,4 pts frente a la mediana).",Sin drivers en contra este mes; el outlook a seis meses apunta al alza.,True
COMP_0005,2025-10,"Cae 9,1 puntos hasta 63 (sana)","El score cierra el mes en 63,4 puntos (-9,1 frente al mes anterior), en mejora confirmada. Lo que mas pesa en contra es 1,5 meses de runway (-0,6 pts frente a la mediana), seguido de cobros +11 % frente a 12 meses (-0,5 pts frente a la mediana). En el otro lado, 31 dias de colchon de caja (+1,3 pts frente a la mediana).","Vigilar 1,5 meses de runway: es el driver que marca el mes que viene, y el suelo del outlook a seis meses entra en una banda peor.",True
COMP_0005,2025-11,Estable en 63 (sana),"El score cierra el mes en 62,7 puntos (-0,7 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es cobros +15 % frente a 12 meses (-0,8 pts frente a la mediana), seguido de 1,6 meses de runway (-0,4 pts frente a la mediana). En el otro lado, 34 dias de colchon de caja (+1,0 pts frente a la mediana).","Vigilar cobros +15 % frente a 12 meses: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0005,2025-12,"Cae 1,2 puntos hasta 61 (sana)","El score cierra el mes en 61,5 puntos (-1,2 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es cobros +14 % frente a 12 meses (-0,9 pts frente a la mediana), seguido de 1,6 meses de runway (-0,5 pts frente a la mediana). En el otro lado, 34 dias de colchon de caja (+0,8 pts frente a la mediana).","Vigilar cobros +14 % frente a 12 meses: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0005,2026-01,"Sube 2,5 puntos hasta 64 (sana)","El score cierra el mes en 64,0 puntos (+2,5 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es cobros +19 % frente a 12 meses (-0,8 pts frente a la mediana). En el otro lado, 38 dias de colchon de caja (+1,0 pts frente a la mediana).","Vigilar cobros +19 % frente a 12 meses: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0005,2026-02,Estable en 63 (sana),"El score cierra el mes en 63,1 puntos (-0,8 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es cobros +18 % frente a 12 meses (-0,7 pts frente a la mediana). En el otro lado, 34 dias de colchon de caja (+0,8 pts frente a la mediana).","Vigilar cobros +18 % frente a 12 meses: es el driver que marca el mes que viene, y el outlook a seis meses apunta a la baja.",True
COMP_0005,2026-03,"Sube 2,7 puntos hasta 66 (sana)","El score cierra el mes en 65,8 puntos (+2,7 frente al mes anterior), sin cambios de regimen. Lo que mas pesa en contra es cobros +24 % frente a 12 meses (-0,5 pts frente a la mediana). En el otro lado, 41 dias de colchon de caja (+1,2 pts frente a la mediana).","Vigilar cobros +24 % frente a 12 meses: es el driver que marca el mes que viene, y el suelo del outlook a seis meses entra en una banda peor.",True
