company_id,month,rank,signal_id,pillar,contribution,delta_vs_prev,value,value_fmt,direction
COMP_0002,2024-12,6,PENALTY,D,-8.18551616029,-1.31553561397,0.286289676794,"pilar mas debil Deuda y coste de financiacion en 0,29",worse
COMP_0002,2025-01,1,A1,A,-2.7417959421,-0.201524506857,-0.10946006649,cobros -11 % frente a 12 meses,worse
COMP_0002,2025-01,2,A3,A,-2.55452466746,0.215179388783,-0.0957687213001,flujo operativo neto -10 % de los cobros,better
COMP_0002,2025-01,3,A2,A,-2.49967330196,-0.278438438701,0.865100854237,"volatilidad de cobros 0,87",worse
COMP_0002,2025-01,4,D4,D,-1.89947783753,0.0958656320821,0.0314042696531,"comisiones e intereses 3,14 % de los pagos",better
COMP_0002,2025-01,5,A4,A,-1.24548013972,0.0789364482992,0.898507417053,"actividad 0,90 veces la media de 12 meses",better
COMP_0002,2025-01,6,PENALTY,D,-7.39018647191,0.795329688385,0.302196270562,"pilar mas debil Deuda y coste de financiacion en 0,30",better
COMP_0002,2025-02,1,A3,A,-2.6148937956,-0.060369128137,-0.117871918969,flujo operativo neto -12 % de los cobros,worse
COMP_0002,2025-02,2,A2,A,-2.49850687904,0.00116642292002,0.804044551596,"volatilidad de cobros 0,80",neutral
COMP_0002,2025-02,3,A1,A,-2.13046057099,0.611335371116,0.0691909855559,cobros +7 % frente a 12 meses,better
COMP_0002,2025-02,4,L3,L,-1.73048430798,-2.77289933763,3.41164459382,3 dias en negativo,worse
COMP_0002,2025-02,5,L4,L,-1.59202178348,-1.65568418616,0.895696351709,"0,9 meses de runway",worse
COMP_0002,2025-02,6,PENALTY,D,-4.5024182515,2.88776822041,0.35995163497,"pilar mas debil Deuda y coste de financiacion en 0,36",better
COMP_0002,2025-03,1,L3,L,-3.19282585704,-1.46234154906,3.7998691947,4 dias en negativo,worse
COMP_0002,2025-03,2,A3,A,-2.83445699871,-0.219563203108,-0.142112384766,flujo operativo neto -14 % de los cobros,worse
COMP_0002,2025-03,3,A2,A,-2.51323339418,-0.0147265151334,0.810703033796,"volatilidad de cobros 0,81",neutral
COMP_0002,2025-03,4,L4,L,-2.19288770362,-0.600865920147,0.696297883394,"0,7 meses de runway",worse
COMP_0002,2025-03,5,L1,L,-2.14094784763,-0.649582576992,17.6034759789,18 dias de colchon de caja,worse
COMP_0002,2025-03,6,PENALTY,A,-2.70100892239,1.80140932911,0.395979821552,"pilar mas debil Actividad y estabilidad en 0,40",better
COMP_0002,2025-04,1,L3,L,-3.83677613862,-0.643950281578,3.97082606945,4 dias en negativo,worse
COMP_0002,2025-04,2,A3,A,-3.63320166248,-0.798744663777,-0.230299656731,flujo operativo neto -23 % de los cobros,worse
COMP_0002,2025-04,3,A1,A,-2.68723416148,-0.98071242569,-0.200357169267,cobros -20 % frente a 12 meses,worse
COMP_0002,2025-04,4,L1,L,-2.60912711871,-0.468179271083,16.5249151144,17 dias de colchon de caja,worse
COMP_0002,2025-04,5,A2,A,-2.55474043338,-0.0415070392003,0.82555279358,"volatilidad de cobros 0,83",neutral
COMP_0002,2025-04,6,PENALTY,P,-5.91292529781,-3.21191637542,0.331741494044,"pilar mas debil Disciplina de pago propia en 0,33",worse
COMP_0002,2025-05,1,A3,A,-3.61272131293,0.020480349555,-0.176558513506,flujo operativo neto -18 % de los cobros,neutral
COMP_0002,2025-05,2,A1,A,-3.09293290985,-0.405698748368,-0.179118304579,cobros -18 % frente a 12 meses,worse
COMP_0002,2025-05,3,A2,A,-2.49842437392,0.0563160594609,0.792033813522,"volatilidad de cobros 0,79",better
COMP_0002,2025-05,4,L1,L,-2.09068356417,0.518443554545,22.1854511891,22 dias de colchon de caja,better
COMP_0002,2025-05,5,D4,D,-2.03361126948,-0.862641632871,0.0341425888306,"comisiones e intereses 3,41 % de los pagos",worse
COMP_0002,2025-05,6,PENALTY,D,-8.50299716657,-2.59007186875,0.279940056669,"pilar mas debil Deuda y coste de financiacion en 0,28",worse
COMP_0002,2025-06,1,A3,A,-2.87527011793,0.737451195005,-0.0807214200701,flujo operativo neto -8 % de los cobros,better
COMP_0002,2025-06,2,A1,A,-2.77492199605,0.318010913806,-0.0484448755282,cobros -5 % frente a 12 meses,better
COMP_0002,2025-06,3,L3,L,-2.39984628918,-0.608758709964,3.58934780424,4 dias en negativo,worse
COMP_0002,2025-06,4,L1,L,-2.15896589193,-0.0682823277623,19.7219733976,20 dias de colchon de caja,worse
COMP_0002,2025-06,5,A2,A,-2.07936547543,0.419058898488,0.637393767695,"volatilidad de cobros 0,64",better
COMP_0002,2025-06,6,PENALTY,P,-9.78091537985,-1.27791821329,0.254381692403,"pilar mas debil Disciplina de pago propia en 0,25",worse
COMP_0002,2025-07,1,A1,A,-3.26706122109,-0.492139225049,-0.211804053336,cobros -21 % frente a 12 meses,worse
COMP_0002,2025-07,2,A3,A,-3.10605810091,-0.230787982983,-0.160213241219,flujo operativo neto -16 % de los cobros,worse
COMP_0002,2025-07,3,L1,L,-2.68708011973,-0.528114227796,16.0063202077,16 dias de colchon de caja,worse
COMP_0002,2025-07,4,L3,L,-2.35137416945,0.0484721197287,3.57647935408,4 dias en negativo,neutral
COMP_0002,2025-07,5,A2,A,-2.25671594259,-0.177350467166,0.790285027254,"volatilidad de cobros 0,79",worse
COMP_0002,2025-07,6,PENALTY,P,-12.283190858,-2.50227547819,0.204336182839,"pilar mas debil Disciplina de pago propia en 0,20",worse
COMP_0002,2025-08,1,L3,L,-2.97996833922,-0.628594169773,3.74335946552,4 dias en negativo,worse
COMP_0002,2025-08,2,A1,A,-2.78505013896,0.48201108213,-0.0291431686614,cobros -3 % frente a 12 meses,better
COMP_0002,2025-08,3,A3,A,-2.65230415756,0.45375394335,-0.0852560231529,flujo operativo neto -9 % de los cobros,better
COMP_0002,2025-08,4,L1,L,-2.32241413895,0.364665980777,20.7355598018,21 dias de colchon de caja,better
COMP_0002,2025-08,5,A2,A,-2.13584220771,0.120873734887,0.705629610902,"volatilidad de cobros 0,71",better
COMP_0002,2025-08,6,PENALTY,P,-10.0467807269,2.23641013113,0.249064385462,"pilar mas debil Disciplina de pago propia en 0,25",better
COMP_0002,2025-09,1,A1,A,-3.12812891503,-0.343078776062,-0.175678242142,cobros -18 % frente a 12 meses,worse
COMP_0002,2025-09,2,A2,A,-2.32565813842,-0.189815930715,0.807987872815,"volatilidad de cobros 0,81",worse
COMP_0002,2025-09,3,A3,A,-2.29203194824,0.36027220932,-0.0653356676646,flujo operativo neto -7 % de los cobros,better
COMP_0002,2025-09,4,L2,L,-1.93836602624,0.140904244938,0.48674857184,"caja minima 0,49 veces las salidas del mes",better
COMP_0002,2025-09,5,L1,L,-1.88178320135,0.440630937601,22.678470583,23 dias de colchon de caja,better
COMP_0002,2025-09,6,PENALTY,P,-9.47268855655,0.574092170358,0.260546228869,"pilar mas debil Disciplina de pago propia en 0,26",better
COMP_0002,2025-10,1,A1,A,-3.04051408786,0.0876148271629,-0.110661632634,cobros -11 % frente a 12 meses,better
COMP_0002,2025-10,2,L1,L,-2.52742171318,-0.64563851183,16.1647861223,16 dias de colchon de caja,worse
COMP_0002,2025-10,3,L2,L,-2.38342091926,-0.445054893017,0.270840883876,"caja minima 0,27 veces las salidas del mes",worse
COMP_0002,2025-10,4,D4,D,-1.97901012023,-0.871171582161,0.0330159030884,"comisiones e intereses 3,30 % de los pagos",worse
COMP_0002,2025-10,5,A3,A,-1.72843093396,0.563601014277,-0.00807157449503,flujo operativo neto -1 % de los cobros,better
COMP_0002,2025-10,6,PENALTY,P,-8.18284804447,1.28984051207,0.286343039111,"pilar mas debil Disciplina de pago propia en 0,29",better
COMP_0002,2025-11,1,A1,A,-3.18761193368,-0.147097845813,-0.158555944111,cobros -16 % frente a 12 meses,worse
COMP_0002,2025-11,2,D4,D,-2.52470918677,-0.545699066544,0.0450204914442,"comisiones e intereses 4,50 % de los pagos",worse
COMP_0002,2025-11,3,A2,A,-2.37474082393,-0.67859627959,0.926013336487,"volatilidad de cobros 0,93",worse
COMP_0002,2025-11,4,L1,L,-2.20132972229,0.326091990889,21.0458804982,21 dias de colchon de caja,better
COMP_0002,2025-11,5,A3,A,-1.9254721953,-0.197041261343,-0.0795786119216,flujo operativo neto -8 % de los cobros,worse
COMP_0002,2025-11,6,PENALTY,P,-13.9664347373,-5.78358669279,0.170671305255,"pilar mas debil Disciplina de pago propia en 0,17",worse
COMP_0002,2025-12,1,A1,A,-4.05573070522,-0.868118771544,-0.357897627737,cobros -36 % frente a 12 meses,worse
COMP_0002,2025-12,2,L1,L,-2.5969844239,-0.395654701614,16.84334765,17 dias de colchon de caja,worse
COMP_0002,2025-12,3,A2,A,-2.57493288522,-0.200192061294,0.864451348332,"volatilidad de cobros 0,86",worse
COMP_0002,2025-12,4,D4,D,-2.33413960563,0.190569581138,0.0406229121049,"comisiones e intereses 4,06 % de los pagos",better
COMP_0002,2025-12,5,A3,A,-1.84292060418,0.0825515911246,-0.0525384934667,flujo operativo neto -5 % de los cobros,better
COMP_0002,2025-12,6,PENALTY,D,-10.9962692887,2.97016544853,0.230074614225,"pilar mas debil Deuda y coste de financiacion en 0,23",better
COMP_0002,2026-01,1,A1,A,-3.98324119068,0.0724895145364,-0.230814639628,cobros -23 % frente a 12 meses,better
COMP_0002,2026-01,2,A2,A,-3.2465502751,-0.671617389872,1.13337152301,"volatilidad de cobros 1,13",worse
COMP_0002,2026-01,3,L1,L,-2.64955987468,-0.0525754507733,17.9359288556,18 dias de colchon de caja,worse
COMP_0002,2026-01,4,A3,A,-2.06030418282,-0.217383578637,-0.0911649600138,flujo operativo neto -9 % de los cobros,worse
COMP_0002,2026-01,5,L3,L,-1.8727131041,-1.07773401226,3.44940370533,3 dias en negativo,worse
COMP_0002,2026-01,6,PENALTY,A,-6.11722299211,4.87904629662,0.327655540158,"pilar mas debil Actividad y estabilidad en 0,33",better
COMP_0002,2026-02,1,A1,A,-4.06600802757,-0.0827668368879,-0.26067226837,cobros -26 % frente a 12 meses,worse
COMP_0002,2026-02,2,A2,A,-3.42213859186,-0.175588316768,1.05372984004,"volatilidad de cobros 1,05",worse
COMP_0002,2026-02,3,L3,L,-2.95715225954,-1.08443915543,3.73730221889,4 dias en negativo,worse
COMP_0002,2026-02,4,L1,L,-2.91516064977,-0.265600775094,16.1358220047,16 dias de colchon de caja,worse
COMP_0002,2026-02,5,A3,A,-1.96290840046,0.0973957823536,-0.0603892159775,flujo operativo neto -6 % de los cobros,better
COMP_0002,2026-02,6,PENALTY,D,-7.90503388818,-1.78781089607,0.291899322236,"pilar mas debil Deuda y coste de financiacion en 0,29",worse
COMP_0002,2026-03,1,A2,A,-3.49638570969,-0.0742471178255,1.04699593314,"volatilidad de cobros 1,05",worse
COMP_0002,2026-03,2,L1,L,-3.4447156983,-0.529555048529,13.1514432412,13 dias de colchon de caja,worse
COMP_0002,2026-03,3,A1,A,-3.42958002441,0.636428003163,-0.0906229389173,cobros -9 % frente a 12 meses,better
COMP_0002,2026-03,4,A3,A,-1.90938846975,0.0535199307132,-0.05966912474,flujo operativo neto -6 % de los cobros,better
COMP_0002,2026-03,5,D4,D,-1.67814368178,0.283391656825,0.0273303977294,"comisiones e intereses 2,73 % de los pagos",better
COMP_0002,2026-03,6,PENALTY,P,-5.86833690695,2.03669698123,0.332633261861,"pilar mas debil Disciplina de pago propia en 0,33",better
COMP_0002,2026-04,1,L1,L,-4.40706127393,-0.962345575633,8.76726681336,9 dias de colchon de caja,worse
COMP_0002,2026-04,2,A2,A,-3.6059654158,-0.109579706115,1.08301213514,"volatilidad de cobros 1,08",worse
COMP_0002,2026-04,3,A1,A,-3.40910042063,0.0204796037843,-0.165318544637,cobros -17 % frente a 12 meses,neutral
COMP_0002,2026-04,4,A3,A,-2.15403486339,-0.244646393636,-0.1001706923,flujo operativo neto -10 % de los cobros,worse
COMP_0002,2026-04,5,L4,L,-1.95786005234,-0.691752576742,0.774292244709,"0,8 meses de runway",worse
COMP_0002,2026-04,6,PENALTY,A,-6.33247492289,-0.46413801594,0.323350501542,"pilar mas debil Actividad y estabilidad en 0,32",worse
COMP_0002,2026-05,1,L1,L,-4.46330797598,-0.0562467020529,11.1006371078,11 dias de colchon de caja,worse
COMP_0002,2026-05,2,A2,A,-3.89834610128,-0.292380685474,1.20248766102,"volatilidad de cobros 1,20",worse
COMP_0002,2026-05,3,A1,A,-2.94869085664,0.460409563989,-0.0523799547217,cobros -5 % frente a 12 meses,better
COMP_0002,2026-05,4,L3,L,-2.3281797537,-0.508832386627,3.57032166623,4 dias en negativo,worse
COMP_0002,2026-05,5,A3,A,-2.13394321271,0.0200916506768,-0.0789318571237,flujo operativo neto -8 % de los cobros,neutral
COMP_0002,2026-05,6,PENALTY,A,-6.28418135973,0.0482935631656,0.324316372805,"pilar mas debil Actividad y estabilidad en 0,32",neutral
COMP_0002,2026-06,1,L1,L,-4.13934122215,0.323966753831,13.749050183,14 dias de colchon de caja,better
COMP_0002,2026-06,2,A2,A,-3.86340959649,0.0349365047903,1.11107901924,"volatilidad de cobros 1,11",neutral
COMP_0002,2026-06,3,A1,A,-2.9510369014,-0.00234604475941,-0.110722306138,cobros -11 % frente a 12 meses,neutral
COMP_0002,2026-06,4,L3,L,-2.76612257266,-0.437942818958,3.68658737461,4 dias en negativo,worse
COMP_0002,2026-06,5,A3,A,-2.48759783319,-0.353654620484,-0.128495248886,flujo operativo neto -13 % de los cobros,worse
COMP_0002,2026-06,6,PENALTY,A,-7.06832426856,-0.784142908834,0.308633514629,"pilar mas debil Actividad y estabilidad en 0,31",worse
COMP_0002,2026-07,1,L3,L,-7.71340785246,-4.9472852798,10,10 dias en negativo,worse
COMP_0002,2026-07,2,L1,L,-4.20612084683,-0.0667796246734,12.0283005335,12 dias de colchon de caja,worse
COMP_0002,2026-07,3,A2,A,-3.10549806438,0.757911532106,0.772730888668,"volatilidad de cobros 0,77",better
COMP_0002,2026-07,4,A1,A,-2.02114903408,0.929887867312,0.122862249868,cobros +12 % frente a 12 meses,better
COMP_0002,2026-07,5,L4,L,-2.01638059334,-0.0983035720504,0.754872094808,"0,8 meses de runway",worse
COMP_0002,2026-07,6,PENALTY,L,-7.31504914303,-0.246724874473,0.303699017139,"pilar mas debil Liquidez en 0,30",worse
COMP_0002,2026-08,1,L3,L,-7.71340785246,0,10,10 dias en negativo,neutral
COMP_0002,2026-08,2,L1,L,-4.91857809725,-0.71245725042,8.18845413607,8 dias de colchon de caja,worse
COMP_0002,2026-08,3,L4,L,-2.51462464976,-0.498244056421,0.58952888201,"0,6 meses de runway",worse
COMP_0002,2026-08,4,A2,A,-1.69514859332,1.41034947107,0.405730855971,"volatilidad de cobros 0,41",better
COMP_0002,2026-08,5,L2,L,-1.69026253431,-0.468788388068,0.401644242766,"caja minima 0,40 veces las salidas del mes",worse
COMP_0002,2026-08,6,PENALTY,L,-8.9870744393,-1.67202529626,0.270258511214,"pilar mas debil Liquidez en 0,27",worse
COMP_0003,2026-01,1,L3,L,1.00857092261,0,0.657569231571,1 dias en negativo,neutral
COMP_0003,2026-01,2,L1,L,0.80221052212,0,38.0746011109,38 dias de colchon de caja,neutral
COMP_0003,2026-01,3,L4,L,0.714465880346,0,2.79658919951,"2,8 meses de runway",neutral
COMP_0003,2026-01,4,C1,C,-0.511890819104,0,0.410134389022,41 % de las facturas de cliente cobradas tarde,neutral
COMP_0003,2026-01,5,P1,P,-0.462738510854,0,0.366790761597,37 % de las facturas propias pagadas tarde,neutral
COMP_0003,2026-02,1,L1,L,1.37164220679,0.56943168467,50.7691314678,51 dias de colchon de caja,better
COMP_0003,2026-02,2,C1,C,-1.16008596325,-0.648195144147,0.52352881604,52 % de las facturas de cliente cobradas tarde,worse
COMP_0003,2026-02,3,L3,L,1.07198771808,0.0634167954676,0.638290525748,1 dias en negativo,better
COMP_0003,2026-02,4,C2,C,-0.524048229163,-0.121137825372,30.800126486,cobra con 31 dias de retraso,worse
COMP_0003,2026-02,5,C5,C,-0.514381884864,-0.157008853305,10.8048004585,11 clientes efectivos,worse
COMP_0003,2026-03,1,L1,L,2.01201172616,0.640369519372,58.6978374412,59 dias de colchon de caja,better
COMP_0003,2026-03,2,P1,P,-1.51421188658,-1.05269792996,0.477779617923,48 % de las facturas propias pagadas tarde,worse
COMP_0003,2026-03,3,L3,L,1.1509166296,0.0789289115182,0.614296136647,1 dias en negativo,better
COMP_0003,2026-03,4,P2,P,-1.04045011163,-1.07999825462,23.8521842564,paga a proveedores 24 dias tarde,worse
COMP_0003,2026-03,5,A2,A,0.947992344613,0.711666140719,0.107270183444,"volatilidad de cobros 0,11",better
COMP_0003,2026-04,1,L1,L,1.91338745737,-0.0986242687921,49.3611881663,49 dias de colchon de caja,worse
COMP_0003,2026-04,2,P1,P,-1.03236528244,0.481846604137,0.426918031931,43 % de las facturas propias pagadas tarde,better
COMP_0003,2026-04,3,P2,P,-0.964388377589,0.0760617340372,23.129597783,paga a proveedores 23 dias tarde,better
COMP_0003,2026-04,4,D4,D,0.761138589041,0.157411955778,0.00108755791007,"comisiones e intereses 0,11 % de los pagos",better
COMP_0003,2026-04,5,A2,A,0.684715253326,-0.263277091288,0.281460458257,"volatilidad de cobros 0,28",worse
COMP_0003,2026-05,1,L1,L,2.25023306284,0.336845605474,57.9699313805,58 dias de colchon de caja,better
COMP_0003,2026-05,2,C1,C,-1.2802182999,-0.675533298491,0.547875636267,55 % de las facturas de cliente cobradas tarde,worse
COMP_0003,2026-05,3,L3,L,0.95206732716,0.408938706022,0.674746324587,1 dias en negativo,better
COMP_0003,2026-05,4,L4,L,0.888184042447,0.302441366598,2.99777137581,"3,0 meses de runway",better
COMP_0003,2026-05,5,D4,D,0.819608179483,0.0584695904427,0.000897466187001,"comisiones e intereses 0,09 % de los pagos",better
COMP_0003,2026-06,1,L1,L,1.92659364552,-0.323639417323,47.0002242879,47 dias de colchon de caja,worse
COMP_0003,2026-06,2,A1,A,-1.34387232117,-0.610770712542,-0.114603183189,cobros -11 % frente a 12 meses,worse
COMP_0003,2026-06,3,L2,L,0.933109882759,0.151568250714,1.74223634091,"caja minima 1,74 veces las salidas del mes",better
COMP_0003,2026-06,4,P1,P,-0.727135345806,-0.679126332067,0.394699316397,39 % de las facturas propias pagadas tarde,worse
COMP_0003,2026-06,5,C1,C,-0.718622955888,0.561595344011,0.445049149901,45 % de las facturas de cliente cobradas tarde,better
COMP_0003,2026-07,1,A1,A,-0.995513381481,0.348358939689,0.135807031936,cobros +14 % frente a 12 meses,better
COMP_0003,2026-07,2,L1,L,0.780985657245,-1.14560798828,26.004884003,26 dias de colchon de caja,worse
COMP_0003,2026-07,3,A4,A,-0.674464086678,-0.168925314663,0.860520673319,"actividad 0,86 veces la media de 12 meses",worse
COMP_0003,2026-07,4,L2,L,0.652948782785,-0.280161099974,1.25538155131,"caja minima 1,26 veces las salidas del mes",worse
COMP_0003,2026-07,5,P3,P,0.532119580118,0.334802032721,0.0269257240293,deuda comercial vencida 3 % de lo recibido,better
COMP_0003,2026-08,1,A3,A,-1.48741933436,-1.15096790347,-0.204463216233,flujo operativo neto -20 % de los cobros,worse
COMP_0003,2026-08,2,A1,A,-1.20837339349,-0.212860012009,-0.0124445711931,cobros -1 % frente a 12 meses,worse
COMP_0003,2026-08,3,C1,C,-1.16036814605,-0.765298393166,0.523586005087,52 % de las facturas de cliente cobradas tarde,worse
COMP_0003,2026-08,4,P1,P,-1.14151728134,-0.729826178909,0.438439631814,44 % de las facturas propias pagadas tarde,worse
COMP_0003,2026-08,5,L4,L,1.0866911567,1.00552687293,3.59761148884,"3,6 meses de runway",better
COMP_0003,2026-08,6,PENALTY,A,-0.702676039186,-0.702676039186,0.435946479216,"pilar mas debil Actividad y estabilidad en 0,44",worse
COMP_0004,2025-12,1,L1,L,-2.04828330625,0,12.622708141,13 dias de colchon de caja,neutral
COMP_0004,2025-12,2,P2,P,-1.44013776288,0,33.9392604637,paga a proveedores 34 dias tarde,neutral
COMP_0004,2025-12,3,L3,L,-1.2942641268,0,3.64250725702,4 dias en negativo,neutral
COMP_0004,2025-12,4,A1,A,-1.10567947482,0,-0.018881177027,cobros -2 % frente a 12 meses,neutral
