company_id,month,month_index,months_hist,warmup,branch,pillar_L,pillar_P,pillar_C,pillar_D,pillar_A,weight_L,weight_P,weight_C,weight_D,weight_A,level,penalty,cap_code,cap,score,band,delta_1m,delta_3m,delta_6m,slope_3m,slope_6m,z_own,breadth,run,p_change,level_shift,regime,outlook_3m,outlook_6m,outlook_low,outlook_high,outlook_label,confidence,strength_flags,base
COMP_0002,2024-11,3,8,True,no_invoices_no_debt,0.460933680846,0.468074769384,,0.404544454442,0.466097298639,0.502232142857,0.0803571428571,0,0.0602678571429,0.357142857143,43.7225436909,2.27277727792,,100,43.7225436909,watch,0.106406653643,,,0.455158298112,0.455158298112,,,0,0,,warmup,44.8831973511,46.0438510113,36.637810399,55.4498916235,watch,0.199111111111,,61.232774496
COMP_0002,2024-12,4,8,False,no_invoices_no_debt,0.461481737856,0.46014317714,,0.384002656406,0.463804956037,0.502232142857,0.0803571428571,0,0.0602678571429,0.357142857143,42.4535725711,3.2998671797,,100,42.4535725711,watch,-1.26897111978,-0.358654523559,,-0.58128223307,-0.006572427105,,50,-1,0,,stable,36.6552089283,36.6384492391,27.2324086269,46.0444898514,negative,0.199111111111,,61.232774496
COMP_0002,2025-01,5,8,False,no_invoices_no_debt,0.459472655667,0.455888202273,,0.393379850442,0.465299760956,0.502232142857,0.0803571428571,0,0.0602678571429,0.357142857143,42.8972381743,2.83100747789,,100,42.8972381743,watch,0.443665603221,-0.718898862918,,-0.412652758281,-0.0491493689686,,45.8333333333,-2,0,,stable,42.5042770082,42.3789461174,32.9729055051,51.7849867296,watch,0.199111111111,,61.232774496
COMP_0002,2025-02,6,8,False,no_invoices_no_debt,0.455102209614,0.450204592269,,0.380326978484,0.4583561469,0.502232142857,0.0803571428571,0,0.0602678571429,0.357142857143,41.6527717831,3.48365107578,,100,41.6527717831,watch,-1.24446639119,-2.06977190775,,-0.400400393983,-0.239632954306,,41.6666666667,-3,0,,stable,25.1588796112,24.5478155778,15.1417749655,33.95385619,negative,0.348444444444,,61.232774496
COMP_0002,2025-03,7,8,False,no_invoices_no_debt,0.446262026659,0.439363900187,,0.370985500552,0.450701279363,0.502232142857,0.0803571428571,0,0.0602678571429,0.357142857143,40.3249155674,3.95072497239,,100,40.3249155674,watch,-1.32785621578,-2.12865700374,-2.4873115273,-1.28616130348,-0.658244293977,-1.01192682685,37.5,-4,0.120130525298,,stable,26.4229307114,24.7444077618,15.3383671495,34.150448374,negative,0.348444444444,,61.232774496
COMP_0002,2025-04,8,8,False,no_invoices_no_debt,0.43450264107,0.422158757876,,0.332697786911,0.43334083981,0.502232142857,0.0803571428571,0,0.0602678571429,0.357142857143,36.8309125912,5.86511065444,,100,36.8309125912,stress,-3.49400297617,-6.06632558313,-6.78522444605,-2.41092959597,-1.26897111978,-2.39252580139,8.33333333333,-5,0.451798937558,,stable,18.7746432106,15.5387668551,6.13272624283,24.9448074674,negative,0.348444444444,,61.232774496
COMP_0002,2025-05,9,8,False,no_invoices_no_debt,0.401173926984,0.381669972226,,0.29333505854,0.406314626882,0.502232142857,0.0803571428571,0,0.0602678571429,0.357142857143,31.6610920907,7.83324707298,,100,31.6610920907,stress,-5.16982050048,-9.99167969243,-12.0614516002,-4.33191173833,-2.02210852771,-4.38872309687,4.16666666667,-6,0.792638976771,-6.0238200433,deteriorating,14.6246444037,9.46826765805,0.0622270457617,18.8743082703,negative,0.348444444444,,61.232774496
COMP_0002,2025-06,10,8,False,no_invoices_no_debt,0.414388852829,0.383619282434,,0.297799054891,0.39997093632,0.502232142857,0.0803571428571,0,0.0602678571429,0.357142857143,32.3639952328,7.61004725546,,100,32.3639952328,stress,0.702903142098,-7.96092033455,-10.0895773383,-2.23345867919,-2.32219413758,-4.03583093532,4.16666666667,-7,0.91432992222,-10.3114101399,deteriorating,19.7568644172,13.8352693664,4.42922875409,23.2413099787,negative,0.348444444444,,61.232774496
COMP_0002,2025-07,11,8,False,no_invoices_no_debt,0.396160152493,0.3600239215,,0.270132718163,0.383316189216,0.502232142857,0.0803571428571,0,0.0602678571429,0.357142857143,29.1140174149,8.99336409183,,100,29.1140174149,stress,-3.24997781795,-7.71689517633,-13.7832207595,-1.27353733792,-2.57229839211,-5.1756619049,4.16666666667,-8,0.973381987783,-10.3920800864,deteriorating,15.7044083291,9.14504742924,0,18.5510880415,negative,0.348444444444,,61.232774496
COMP_0002,2025-08,12,8,False,no_invoices_no_debt,0.400665809604,0.39073343981,,0.309594999718,0.382838932701,0.502232142857,0.0803571428571,0,0.0602678571429,0.357142857143,31.7809788294,7.02025001408,,100,31.7809788294,stress,2.66696141454,0.119886738688,-9.87179295374,-0.291508201705,-2.23345867919,-3.39133694703,37.5,1,0.987080291956,-9.20786484585,deteriorating,21.923057592,16.22773796,6.82169734774,25.6337785723,negative,0.448,,61.232774496
COMP_0002,2025-09,13,8,False,no_invoices_no_debt,0.421078914824,0.418040943562,,0.347484644746,0.401920847153,0.502232142857,0.0803571428571,0,0.0602678571429,0.357142857143,35.8299578525,5.12576776271,,100,35.8299578525,stress,4.04897902314,3.46596261973,-4.49495771482,3.35797021884,-0.200190947731,-1.29812539263,66.6666666667,2,0.989417279254,-6.79693524988,deteriorating,33.591508838,33.0810219213,23.674981309,42.4870625336,negative,0.448,,61.232774496
COMP_0002,2025-10,14,8,False,no_invoices_no_debt,0.418213816592,0.40525430975,,0.312293779476,0.402696256476,0.502232142857,0.0803571428571,0,0.0602678571429,0.357142857143,33.6393757966,6.88531102618,,100,33.6393757966,stress,-2.19058205589,4.52535838179,-3.19153679455,0.929198483625,0.702903142098,-0.711938378313,83.3333333333,3,0.98996340455,-0.958078115353,recovering,32.5939296,34.3863326124,24.9802920001,43.7923732246,stable,0.448,,61.232774496
COMP_0002,2025-11,15,8,False,no_invoices_no_debt,0.404979005654,0.392942397954,,0.296943952478,0.393151652256,0.502232142857,0.0803571428571,0,0.0602678571429,0.357142857143,31.6748658553,7.65280237608,,100,31.6748658553,stress,-1.96450994139,-0.10611297414,0.0137737645478,-2.07754599864,0.31884514096,-0.681246730625,50,-1,0.99040803014,1.56688876555,recovering,28.9258022586,29.7388573681,20.3328167558,39.1448979804,stable,0.448,,61.232774496
COMP_0002,2025-12,16,8,False,no_invoices_no_debt,0.39967409729,0.398140133531,,0.2949546108,0.384729467768,0.502232142857,0.0803571428571,0,0.0602678571429,0.357142857143,31.0379551007,7.75226945999,,100,31.0379551007,stress,-0.636910754544,-4.79200275182,-1.32604013209,-1.30071034797,-0.0353709913801,-0.813058915304,33.3333333333,-2,0.991130117524,-0.397621175845,stable,27.3553424729,27.2651464448,17.8591058326,36.6711870571,negative,0.448,,61.232774496
COMP_0002,2026-01,17,8,False,no_invoices_no_debt,0.419197400235,0.425031720222,,0.331044903442,0.395514322613,0.502232142857,0.0803571428571,0,0.0602678571429,0.357142857143,34.6417677149,5.9477548279,,100,34.6417677149,stress,3.60381261422,1.00239191828,5.52775030007,1.48345092984,-0.185755932171,0.46169434623,54.1666666667,1,0.988719392136,-0.397621175845,stable,32.407653421,31.933975794,22.5279351817,41.3400164062,negative,0.448,,61.232774496
COMP_0002,2026-02,18,8,False,no_invoices_no_debt,0.38534038601,0.393969205588,,0.287948841629,0.378200250179,0.502232142857,0.0803571428571,0,0.0602678571429,0.357142857143,29.6588565917,8.10255791856,,100,29.6588565917,stress,-4.98291112322,-2.01600926355,-2.12212223769,-0.689549254504,-0.995129801235,-1.25128993122,33.3333333333,-1,0.990651062968,-1.03453193039,stable,23.4030617909,20.8654807978,11.4594401855,30.2715214101,negative,0.497777777778,,61.232774496
COMP_0002,2026-03,19,8,False,no_invoices_no_debt,0.408220621106,0.434505955727,,0.32382622516,0.401623663327,0.502232142857,0.0803571428571,0,0.0602678571429,0.357142857143,33.9803622327,6.30868874198,,100,33.9803622327,stress,4.32150564101,2.942407132,-1.84959561982,-0.330702741106,-0.330702741106,0.646571026276,70.8333333333,1,0.987547699226,2.25243989039,stable,31.9096654447,31.0663734549,21.6603328426,40.4724140672,negative,0.497777777778,,61.232774496
COMP_0002,2026-04,20,8,False,no_invoices_no_debt,0.39745157337,0.412716899456,,0.295204911461,0.403651595363,0.502232142857,0.0803571428571,0,0.0602678571429,0.357142857143,31.7332813445,7.73975442697,,100,31.7332813445,stress,-2.24708088821,-2.90848637043,-1.90609445214,1.0372123764,0.0116830978495,-0.13168727622,37.5,-1,0.986346668088,-0.976895968518,stable,29.7538374404,29.78362934,20.3775887277,39.1896699522,stable,0.497777777778,,61.232774496
COMP_0002,2026-05,21,8,False,no_invoices_no_debt,0.403187899105,0.398985366317,,0.300597930523,0.401468258014,0.502232142857,0.0803571428571,0,0.0602678571429,0.357142857143,32.1352125736,7.47010347383,,100,32.1352125736,stress,0.401931229121,2.47635598192,0.460346718368,-0.922574829546,0.173831560948,0.15123299467,75,1,0.983932608643,-0.521908252327,stable,30.7850170099,31.2282874903,21.822246878,40.6343281026,stable,0.497777777778,,61.232774496
COMP_0002,2026-06,22,8,False,no_invoices_no_debt,0.397917788221,0.394968230324,,0.266887308074,0.391011429122,0.502232142857,0.0803571428571,0,0.0602678571429,0.357142857143,29.5760941133,9.15563459631,,100,29.5760941133,stress,-2.55911846036,-4.40426811946,-1.46186098745,-1.07859361562,-0.922574829546,-0.9528006353,29.1666666667,-1,0.985652270915,-0.923839481448,stable,24.0185527318,21.6659869165,12.2599463042,31.0720275287,negative,0.497777777778,,61.232774496
COMP_0002,2026-07,23,8,False,no_invoices_no_debt,0.322331392777,0.472610757295,,0.356535527704,0.417140119932,0.502232142857,0.0803571428571,0,0.0602678571429,0.357142857143,30.6494779144,6.38343036117,,100,30.6494779144,stress,1.07338380112,-1.08380343013,-3.99228980055,-0.742867329624,-0.361267810042,-0.375378746666,70.8333333333,-2,0.985198226701,-1.0545956855,stable,30.8361215729,29.9148886573,20.508848045,39.3209292696,stable,0.497777777778,,61.232774496
COMP_0002,2026-08,24,8,False,no_invoices_no_debt,0.325523848746,0.453543102473,,0.342656201861,0.420920658507,0.502232142857,0.0803571428571,0,0.0602678571429,0.357142857143,30.867585399,6.22380756269,NEGCASH,40,30.867585399,stress,0.218107484596,-1.26762717465,1.20872880727,0.645745642856,-0.622555366749,-0.355817875191,79.1666666667,-3,0.984654956508,-1.28476904469,stable,30.1591922417,28.5716760564,19.1656354442,37.9777166687,negative,0.497777777778,,61.232774496
COMP_0003,2026-01,1,8,True,no_debt,0.598139003484,0.700100940326,0.633570151624,0.59733237779,0.511572777049,0.328947368421,0.171052631579,0.197368421053,0.0394736842105,0.263157894737,59.9760424474,0,,100,59.9760424474,watch,,,,0,0,,,0,0,,warmup,59.9760424474,59.9760424474,50.5700018351,69.3820830597,stable,0.304,GROWTH_NO_DSO,61.4151679728
COMP_0003,2026-02,2,8,True,no_debt,0.605832208331,0.722947442221,0.649511236093,0.626841936701,0.518781148259,0.328947368421,0.171052631579,0.197368421053,0.0394736842105,0.263157894737,61.2407095708,0,,100,61.2407095708,healthy,1.2646671234,,,0,0,,,0,0,,warmup,61.2407095708,61.2407095708,51.8346689585,70.6467501831,watch,0.304,GROWTH_NO_DSO,61.4151679728
COMP_0003,2026-03,3,8,True,no_debt,0.637574024932,0.750327355421,0.671479659295,0.644463003196,0.52999321864,0.328947368421,0.171052631579,0.197368421053,0.0394736842105,0.263157894737,63.5513875205,0,,100,63.5513875205,healthy,2.31067794971,,,1.78767253655,1.78767253655,,,0,0,,warmup,68.1099524887,72.668517457,63.2624768447,82.0745580692,positive,0.304,GROWTH_NO_DSO,61.4151679728
COMP_0003,2026-04,4,8,False,no_debt,0.632698563378,0.732960428557,0.661662121179,0.643488825037,0.530364998308,0.328947368421,0.171052631579,0.197368421053,0.0394736842105,0.263157894737,62.9061156772,0,,100,62.9061156772,healthy,-0.645271843342,2.93007322976,,0.832703053182,1.12067909999,,82.5,1,0,,stable,67.8192136401,70.6769453451,61.2709047328,80.0829859573,positive,0.304,GROWTH_NO_DSO,61.4151679728
COMP_0003,2026-05,5,8,False,no_debt,0.641371966314,0.739780274014,0.682379436724,0.64772066894,0.539008539904,0.328947368421,0.171052631579,0.197368421053,0.0394736842105,0.263157894737,63.9611408892,0,,100,63.9611408892,healthy,1.05502521205,2.72043131841,,0.204876684354,0.986482843521,,82.5,2,0,,stable,70.2911067945,72.8066380455,63.4005974332,82.2126786578,positive,0.304,GROWTH_NO_DSO,61.4151679728
COMP_0003,2026-06,6,8,False,no_debt,0.604878375838,0.695060791562,0.645010829657,0.596836685508,0.51736796687,0.328947368421,0.171052631579,0.197368421053,0.0394736842105,0.263157894737,60.4878704277,0,,100,60.4878704277,healthy,-3.47327046156,-3.06351709286,,-1.20912262476,0.832703053182,,22.5,-1,0,,stable,59.376944581,61.5003373666,52.0942967543,70.9063779789,watch,0.532,,61.4151679728
COMP_0003,2026-07,7,8,False,no_debt,0.614986500774,0.723477544692,0.660471675793,0.610595090065,0.519221227867,0.328947368421,0.171052631579,0.197368421053,0.0394736842105,0.263157894737,61.7146783747,0,,100,61.7146783747,healthy,1.22680794702,-1.1914373025,1.73863592727,-1.12323125727,-0.188209785788,-0.143493699726,40,-2,0,,stable,61.01829737,60.5383624163,51.132321804,69.9444030286,watch,0.532,GROWTH_NO_DSO,61.4151679728
COMP_0003,2026-08,8,8,False,no_debt,0.588292339023,0.65471476857,0.61570973808,0.551141518629,0.497930519871,0.328947368421,0.171052631579,0.197368421053,0.0394736842105,0.263157894737,57.9819493309,0,,100,57.9819493309,watch,-3.73272904381,-5.97919155835,-3.25876023994,-1.25296054839,-1.11388763793,-1.49309161752,2.5,-3,0.219852991312,,stable,45.9168307754,43.0764172987,33.6703766864,52.482457911,negative,0.532,,61.4151679728
COMP_0004,2025-12,1,9,True,full,0.457238228471,0.455788969581,0.42206094153,0.682269854734,0.57705777139,0.25,0.2,0.15,0.2,0.2,50.6672488254,1.39695292348,,100,50.6672488254,watch,,,,0,0,,,0,0,,warmup,50.6672488254,50.6672488254,41.2612082131,60.0732894377,stable,0.4,GROWTH_NO_DSO,64.4043570196
COMP_0004,2026-01,2,9,True,full,0.449531015853,0.442508073543,0.411440042241,0.673677415174,0.571751956569,0.25,0.2,0.15,0.2,0.2,49.2406270477,1.92799788794,,100,49.2406270477,watch,-1.42662177767,,,0,0,,,0,0,,warmup,49.2406270477,49.2406270477,39.8345864354,58.64666766,watch,0.4,GROWTH_NO_DSO,64.4043570196
COMP_0004,2026-02,3,9,True,full,0.439715290604,0.424402616305,0.396947535243,0.656491343508,0.560116806392,0.25,0.2,0.15,0.2,0.2,47.1146873799,2.65262323787,,100,47.1146873799,watch,-2.12593966774,,,-1.77628072271,-1.77628072271,,,0,0,,warmup,42.585171537,38.0556556941,28.6496150819,47.4616963064,negative,0.4,GROWTH_NO_DSO,64.4043570196
COMP_0004,2026-03,4,9,False,full,0.425569058825,0.405316897989,0.378819797527,0.638492937332,0.542953836931,0.25,0.2,0.15,0.2,0.2,44.4977867549,3.55901012365,,100,44.4977867549,watch,-2.61690062504,-6.16946207045,,-2.37142014639,-2.09121351228,,7.14285714286,-1,0,,stable,30.9851594938,25.6525650375,16.2465244252,35.0586056497,negative,0.4,,64.4043570196
COMP_0004,2026-04,5,9,False,full,0.420966157738,0.417458512489,0.388329692871,0.640975440519,0.535072565831,0.25,0.2,0.15,0.2,0.2,45.1357143568,3.08351535647,,100,45.1357143568,watch,0.637927601928,-4.10491269085,,-0.989486511555,-1.60145125019,,12.5,-2,0,,stable,37.4979232813,33.4142225933,24.008181981,42.8202632056,negative,0.4,GROWTH_NO_DSO,64.4043570196
COMP_0004,2026-05,6,9,False,full,0.430244441374,0.423277389272,0.395041707773,0.657538411721,0.540850591712,0.25,0.2,0.15,0.2,0.2,46.3671498937,2.74791461133,,100,46.3671498937,watch,1.2314355369,-0.747537486212,,0.934681569413,-1.36830423028,,42.8571428571,-3,0,,stable,41.3453830996,37.8562073124,28.4501667001,47.2622479247,negative,0.7,GROWTH_NO_DSO|DELEVERAGING,64.4043570196
COMP_0004,2026-06,7,9,False,full,0.443289769695,0.422708662755,0.254695357356,0.66083296829,0.59077120576,0.25,0.2,0.15,0.2,0.2,38.6236992066,9.76523213218,,100,38.6236992066,stress,-7.74345068711,-5.87408754829,-12.0435496187,-3.25600757511,-1.95802918276,-2.8453800645,71.4285714286,-4,0.443642950859,,stable,23.7596141643,18.7666397482,9.36059913594,28.1726803605,negative,0.7,DELEVERAGING,64.4043570196
COMP_0004,2026-07,8,9,False,full,0.420285185904,0.39429191191,0.206076358898,0.637425940163,0.59623487124,0.25,0.2,0.15,0.2,0.2,33.9611474423,12.1961820551,,100,33.9611474423,stress,-4.66255176434,-11.1745669146,-15.2794796054,-6.20300122573,-2.61690062504,-4.47624853714,39.2857142857,-5,0.79410874757,,stable,23.8334156506,17.1603190568,7.75427844448,26.566359669,negative,0.7,DELEVERAGING,64.4043570196
COMP_0004,2026-08,9,9,False,full,0.40549617658,0.361431523938,0.327892699869,0.614091082904,0.550310607256,0.25,0.2,0.15,0.2,0.2,39.4670941879,6.10536500657,,100,39.4670941879,stress,5.50594674563,-6.90005570583,-7.64759319204,0.421697490642,-1.95802918276,-1.74704642542,17.8571428571,-6,0.849255474144,-8.11721943022,stable,30.2853339673,25.2923595513,15.886318939,34.6984001636,negative,0.7,,64.4043570196
COMP_0005,2025-01,1,19,True,no_invoices_no_debt,0.641255479991,0.777187665111,,0.666946522268,0.593116854187,0.523255813953,0.0418604651163,0,0.0627906976744,0.372093023256,63.0646776142,0,,100,63.0646776142,healthy,,,,0,0,,,0,0,,warmup,63.0646776142,63.0646776142,53.6586370019,72.4707182265,watch,0.191111111111,,61.2553269217
COMP_0005,2025-02,2,19,True,no_invoices_no_debt,0.660788091001,0.811054695458,,0.695549206881,0.6081616091,0.523255813953,0.0418604651163,0,0.0627906976744,0.372093023256,64.967904892,0,,100,64.967904892,healthy,1.90322727772,,,0,0,,,0,0,,warmup,64.967904892,64.967904892,55.5618642797,74.3739455042,watch,0.191111111111,,61.2553269217
COMP_0005,2025-03,3,19,True,no_invoices_no_debt,0.656548403196,0.805052990462,,0.686508914196,0.610563161102,0.523255813953,0.0418604651163,0,0.0627906976744,0.372093023256,64.7535327923,0,,100,64.7535327923,healthy,-0.214372099619,,,0.844427589051,0.844427589051,,,0,0,,warmup,66.9068231444,69.0601134965,59.6540728842,78.4661541088,watch,0.191111111111,,61.2553269217
COMP_0005,2025-04,4,19,False,no_invoices_no_debt,0.655092318838,0.793625761603,,0.679118443037,0.607040653118,0.523255813953,0.0418604651163,0,0.0627906976744,0.372093023256,64.4520320717,0,,100,64.4520320717,healthy,-0.30150072065,1.38735445745,,-0.257936410135,0.124039693099,,50,1,0,,stable,64.4767440225,64.7930452399,55.3870046276,74.1990858522,watch,0.191111111111,,61.2553269217
COMP_0005,2025-05,5,19,False,no_invoices_no_debt,0.678267408955,0.834319116746,,0.711662019715,0.621964577634,0.523255813953,0.0418604651163,0,0.0627906976744,0.372093023256,66.5946786209,0,,100,66.5946786209,healthy,2.14264654926,1.62677372899,,0.920572914305,0.693342749358,,68.1818181818,2,0,,stable,74.7257830762,76.4938070871,67.0877664748,85.8998476994,positive,0.191111111111,,61.2553269217
COMP_0005,2025-06,6,19,False,no_invoices_no_debt,0.69013108853,0.861252886908,,0.72065192278,0.640878411818,0.523255813953,0.0418604651163,0,0.0627906976744,0.372093023256,68.0884173697,0,,100,68.0884173697,healthy,1.49373874874,3.33488457735,,1.818192649,0.882500251678,,90.9090909091,3,0,,stable,77.2132822365,79.4636578783,70.057617266,88.8696984906,positive,0.334444444444,,61.2553269217
COMP_0005,2025-07,7,19,False,no_invoices_no_debt,0.686945173453,0.86162610968,,0.727801763532,0.644607286852,0.523255813953,0.0418604651163,0,0.0627906976744,0.372093023256,68.1069180262,0,,100,68.1069180262,healthy,0.0185006565448,3.65488595454,5.042240412,0.756119702641,0.780128119432,1.29847967363,95.4545454545,4,0.180958003289,,stable,75.4075887067,77.3969154113,67.990874799,86.8029560236,positive,0.334444444444,,61.2553269217
COMP_0005,2025-08,8,19,False,no_invoices_no_debt,0.705722486245,0.890590911323,,0.767803485673,0.663507284621,0.523255813953,0.0418604651163,0,0.0627906976744,0.372093023256,70.1651291771,0,,100,70.1651291771,healthy,2.05821115086,3.57045055614,5.19722428513,1.0383559037,1.11162819245,2.07888971405,95.4545454545,5,0.448074578009,,stable,81.7454389502,84.5800908409,75.1740502287,93.9861314532,positive,0.334444444444,,61.2553269217
COMP_0005,2025-09,9,19,False,no_invoices_no_debt,0.73141971055,0.907863931765,,0.792460123085,0.684242496085,0.523255813953,0.0418604651163,0,0.0627906976744,0.372093023256,72.5084205448,0,,100,72.5084205448,healthy,2.34329136768,4.42000317508,7.75488775243,2.20075125927,1.47843548096,2.49554754719,95.4545454545,6,0.664867476793,5.30441033494,improving,84.5974928635,88.36750334,78.9614627277,97.7735439523,positive,0.334444444444,,61.2553269217
COMP_0005,2025-10,10,19,False,no_invoices_no_debt,0.632338418021,0.749232671516,,0.655552842771,0.620708119537,0.523255813953,0.0418604651163,0,0.0627906976744,0.372093023256,63.4361762843,0,,100,63.4361762843,healthy,-9.07224426044,-4.6707417419,-1.01585578736,-3.36447644638,1.0383559037,-1.15709500395,4.54545454545,-1,0.492853560977,4.38383742064,improving,63.235579786,65.8833873405,56.4773467282,75.2894279528,watch,0.334444444444,,61.2553269217
COMP_0005,2025-11,11,19,False,no_invoices_no_debt,0.627665004795,0.766229994936,,0.679304659576,0.602134024419,0.523255813953,0.0418604651163,0,0.0627906976744,0.372093023256,62.7207990008,0,,100,62.7207990008,healthy,-0.715377283551,-7.44433017631,-3.87387962017,-4.893810772,-1.07352367378,-0.891165395979,4.54545454545,-2,0.281912702983,-3.90537171099,stable,57.3197484648,54.5822630966,45.1762224843,63.9883037089,negative,0.334444444444,,61.2553269217
COMP_0005,2025-12,12,19,False,no_invoices_no_debt,0.618727134111,0.761017710718,,0.658544463967,0.585453606145,0.523255813953,0.0418604651163,0,0.0627906976744,0.372093023256,61.4802794135,0,,100,61.4802794135,healthy,-1.24051958724,-11.0281411312,-6.60813795615,-0.977948435396,-1.34652975636,-1.23599066977,4.54545454545,-3,0.359856409364,-5.37686869718,stable,53.9739285455,50.5402776668,41.1342370545,59.9463182791,negative,0.43,,61.2553269217
COMP_0005,2026-01,13,19,False,no_invoices_no_debt,0.644542894748,0.820825529758,,0.714658009171,0.59963839678,0.523255813953,0.0418604651163,0,0.0627906976744,0.372093023256,63.9616094387,0,,100,63.9616094387,healthy,2.48133002516,0.525433154368,-4.14530858754,0.62040521896,-1.24070394768,-0.308153954631,50,1,0.328405978761,-5.37686869718,stable,60.1013263478,56.9375312812,47.5314906689,66.3435718935,negative,0.43,,61.2553269217
COMP_0005,2026-02,14,19,False,no_invoices_no_debt,0.635146171931,0.806348641723,,0.674664284239,0.598654756988,0.523255813953,0.0418604651163,0,0.0627906976744,0.372093023256,63.1215955879,0,,100,63.1215955879,healthy,-0.840013850774,0.400796587145,-7.04353358917,0.820658087194,-0.840013850774,-0.605606100126,63.6363636364,2,0.345905067358,-4.97607211004,stable,58.5896445794,56.4476092599,47.0415686477,65.8536498722,negative,0.43,,61.2553269217
